CustomerID,Gender,Age,Country,City,BranchID,PaymentType,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Value_Tier
5806248841,Male,32,Canada,Toronto,BR-007,Instant,2023-10-01,510,0,1393.1,2,1,4,214,7,Lost Customers,Medium Value
5806295963,Other,57,Brazil,Rio de Janeiro,BR-006,Instant,2023-10-24,487,2,482.71,2,2,1,221,5,Lost Customers,Low Value
5806623953,Male,72,Canada,Toronto,BR-007,Instant,2023-11-27,453,1,865.81,2,1,2,212,5,Lost Customers,Low Value
5807762765,Female,24,Canada,Toronto,BR-007,Credit,2023-12-19,431,2,1610.4,3,2,5,325,10,Need Attention,High Value
5808027941,Male,70,France,Paris,BR-002,Credit,2023-07-16,587,2,1575.64,2,2,5,225,9,Lost Customers,High Value
5808519403,Male,71,Japan,Tokyo,BR-005,Instant,2023-11-22,458,3,1918.18,2,3,5,235,10,At Risk,High Value
5809307053,Female,33,Canada,Rachelton,BR-007,Instant,2024-08-11,195,5,763.93,4,5,2,452,11,Loyal Customers,Low Value
5809986077,Male,41,Singapore,Singapore,BR-004,Instant,2024-02-04,384,4,583.35,3,4,1,341,8,Loyal Customers,Low Value
5810680451,Female,54,Invalid_Country,Paris,BR-002,Instant,2024-05-31,267,5,1173.78,4,5,3,453,12,Loyal Customers,Medium Value
5811499083,Female,72,South Africa,Cape Town,BR-003,Instant,2024-01-07,412,3,965.65,3,3,3,333,9,Loyal Customers,Low Value
5812013202,Other,76,Japan,North Eric,BR-005,Instant,2023-09-17,524,2,545.44,2,2,1,221,5,Lost Customers,Low Value
5812877052,Female,71,South Africa,Cape Town,BR-003,Instant,2024-10-08,137,5,321.17,5,5,1,551,11,Loyal Customers,Low Value
5813367629,Female,29,Canada,Toronto,BR-007,Instant,2024-07-19,218,3,1046.91,4,3,3,433,10,Loyal Customers,Medium Value
5817280888,Female,23,South Africa,Cape Town,BR-003,Instant,2024-12-28,56,2,882.12,5,2,2,522,9,Potential Loyalists,Low Value
5818309229,Female,49,France,Paris,BR-002,Instant,2023-03-23,702,3,186.33,1,3,1,131,5,At Risk,Low Value
5818720677,Male,25,France,Invalid_City,BR-002,Credit,2024-01-26,393,0,78.36,3,1,1,311,5,Need Attention,Low Value
5818948088,Female,50,Canada,Thompsonmouth,BR-007,Instant,2024-01-27,392,6,895.52,3,5,2,352,10,Loyal Customers,Low Value
5819310172,Male,21,Singapore,Singapore,BR-004,Instant,2023-03-04,721,2,54805.98,1,2,5,125,8,Lost Customers,High Value
5820752332,Male,50,Brazil,Rio de Janeiro,BR-006,Instant,2024-07-09,228,2,732.88,4,2,2,422,8,Potential Loyalists,Low Value
5821137391,Male,73,France,Paris,BR-002,Instant,2024-12-01,83,4,1200.0,5,4,4,544,13,Champions,Medium Value
5824143609,Female,24,Japan,Tokyo,BR-005,Credit,2023-11-17,463,3,91.08,2,3,1,231,6,At Risk,Low Value
5826234055,Other,19,Brazil,Invalid_City,BR-006,Instant,2024-05-08,290,7,1224.44,4,5,4,454,13,Champions,Medium Value
5826646031,Female,59,Germany,Berlin,BR-001,Instant,2024-10-03,142,3,1042.54,5,3,3,533,11,Loyal Customers,Medium Value
5826817987,Male,26,Germany,Berlin,BR-001,Credit,2023-02-22,731,2,1131.09,1,2,3,123,6,Lost Customers,Medium Value
5826881502,Female,54,Canada,Toronto,BR-007,Instant,2023-07-04,599,5,803.17,1,5,2,152,8,At Risk,Low Value
5826898976,Female,61,Canada,Toronto,BR-007,Instant,2024-02-26,362,1,1114.24,3,1,3,313,7,Need Attention,Medium Value
5829831884,Male,61,Japan,Tokyo,BR-005,Credit,2024-11-24,90,7,879.52,5,5,2,552,12,Loyal Customers,Low Value
5831729688,Female,61,Invalid_Country,Tokyo,BR-005,Instant,2025-02-12,10,7,1716.8,5,5,5,555,15,Champions,High Value
5832087274,Female,33,Germany,Berlin,BR-001,Credit,2025-01-01,52,2,1386.3,5,2,4,524,11,Potential Loyalists,Medium Value
5832469751,Female,40,South Africa,Cape Town,BR-003,Instant,2025-01-12,41,3,587.96,5,3,1,531,9,Loyal Customers,Low Value
5833206237,Female,70,France,Paris,BR-002,Instant,2024-03-12,347,2,2212.69,3,2,5,325,10,Need Attention,High Value
5834056505,Female,51,Japan,Tokyo,BR-005,Instant,2023-09-01,540,3,318.76,2,3,1,231,6,At Risk,Low Value
5834136561,Male,70,Brazil,Rio de Janeiro,BR-006,Instant,2025-01-07,46,4,1322.52,5,4,4,544,13,Champions,Medium Value
5834166233,Male,60,Singapore,Singapore,BR-004,Instant,2024-03-08,351,4,1422.51,3,4,4,344,11,Loyal Customers,High Value
5834553259,Female,18,Brazil,Rio de Janeiro,BR-006,Credit,2025-01-30,23,3,1506.36,5,3,4,534,12,Loyal Customers,High Value
5835971008,Female,48,Germany,Berlin,BR-001,Instant,2024-11-16,98,6,1192.48,5,5,4,554,14,Champions,Medium Value
5836121827,Female,57,Singapore,Singapore,BR-004,Instant,2023-10-24,487,3,742.03,2,3,2,232,7,At Risk,Low Value
5837191854,Male,65,South Africa,Cape Town,BR-003,Instant,2025-01-11,42,5,1159.46,5,5,3,553,13,Loyal Customers,Medium Value
5837384398,Other,68,Germany,Berlin,BR-001,Instant,2023-05-07,657,4,1421.4,1,4,4,144,9,At Risk,High Value
5837686692,Female,78,Brazil,Rio de Janeiro,BR-006,Credit,2023-03-28,697,2,1016.6,1,2,3,123,6,Lost Customers,Low Value
5837691051,Female,57,Canada,Toronto,BR-007,Credit,2023-10-29,482,3,1064.62,2,3,3,233,8,At Risk,Medium Value
5838296574,Male,62,Brazil,Invalid_City,BR-006,Instant,2023-12-25,425,5,1195.56,3,5,4,354,12,Loyal Customers,Medium Value
5838320617,Female,58,Japan,Tokyo,BR-005,Instant,2024-02-17,371,1,193248.28,3,1,5,315,9,Need Attention,High Value
5840308323,Other,74,Canada,Toronto,BR-007,Instant,2025-02-20,2,3,1151.86,5,3,3,533,11,Loyal Customers,Medium Value
5841531951,,44,Canada,Toronto,BR-007,Credit,2024-01-13,406,3,862.5,3,3,2,332,8,Loyal Customers,Low Value
5841857610,Female,29,Invalid_Country,Tokyo,BR-005,Credit,2024-09-05,170,2,1012.83,4,2,3,423,9,Potential Loyalists,Low Value
5842420775,Female,74,South Africa,North Tamara,BR-003,Instant,2023-12-18,432,3,340.7,3,3,1,331,7,Loyal Customers,Low Value
5843429609,Other,25,Singapore,Singapore,BR-004,Instant,2024-07-31,206,4,1620.59,4,4,5,445,13,Champions,High Value
5847177388,Female,45,Germany,Berlin,BR-001,Instant,2024-06-06,261,4,781.17,4,4,2,442,10,Loyal Customers,Low Value
5848690194,Male,66,Brazil,East Wesley,BR-006,Credit,2023-04-01,693,1,1139.53,1,1,3,113,5,Lost Customers,Medium Value
5849585302,Male,77,France,Paris,BR-002,Credit,2024-12-05,79,2,1745.04,5,2,5,525,12,Potential Loyalists,High Value
5849815581,Female,29,Japan,Tokyo,BR-005,Credit,2023-03-04,721,1,554.69,1,1,1,111,3,Lost Customers,Low Value
5850515885,Female,38,Brazil,Rio de Janeiro,BR-006,Instant,2024-07-25,212,6,2158.8,4,5,5,455,14,Champions,High Value
5852457335,Male,33,Singapore,Singapore,BR-004,Instant,2023-08-02,570,3,733.2,2,3,2,232,7,At Risk,Low Value
5853978512,Female,53,Japan,Tokyo,BR-005,Credit,2024-08-13,193,1,1296.18,4,1,4,414,9,New Customers,Medium Value
5854227729,Male,37,Japan,Invalid_City,BR-005,Instant,2023-03-24,701,3,1701.48,1,3,5,135,9,At Risk,High Value
5854233195,Other,40,Brazil,Rio de Janeiro,BR-006,Credit,2024-12-24,60,0,1156.7,5,1,3,513,9,New Customers,Medium Value
5855750325,Male,59,France,Paris,BR-002,Credit,2024-09-27,148,3,2030.76,5,3,5,535,13,Loyal Customers,High Value
5856523535,Female,40,South Africa,Cape Town,BR-003,Instant,2023-09-23,518,3,941.49,2,3,3,233,8,At Risk,Low Value
5858078108,,26,Brazil,Rio de Janeiro,BR-006,Instant,2024-02-18,370,4,1492.63,3,4,4,344,11,Loyal Customers,High Value
5858319798,Female,37,South Africa,Cape Town,BR-003,Instant,2023-05-14,650,0,977.48,1,1,3,113,5,Lost Customers,Low Value
5860249649,Male,68,Germany,Port Christopherfort,BR-001,Credit,2024-07-27,210,7,1120.07,4,5,3,453,12,Loyal Customers,Medium Value
5861928306,Female,28,Brazil,Rio de Janeiro,BR-006,Credit,2023-12-19,431,2,1368.46,3,2,4,324,9,Need Attention,Medium Value
5862036293,Other,30,Germany,Berlin,BR-001,Instant,2023-07-09,594,6,1272.43,1,5,4,154,10,At Risk,Medium Value
5862471439,Male,74,Brazil,Rio de Janeiro,BR-006,Instant,2024-05-26,272,2,1305.88,4,2,4,424,10,Potential Loyalists,Medium Value
5863054366,Male,63,Canada,Toronto,BR-007,Credit,2024-07-06,231,1,153.82,4,1,1,411,6,New Customers,Low Value
5863594554,Male,21,France,Paris,BR-002,Instant,2023-11-14,466,3,269.28,2,3,1,231,6,At Risk,Low Value
5865204249,Female,47,South Africa,Cape Town,BR-003,Instant,2024-08-21,185,2,1098.72,4,2,3,423,9,Potential Loyalists,Medium Value
5865351619,Male,48,Canada,Toronto,BR-007,Instant,2023-04-23,671,5,1997.37,1,5,5,155,11,At Risk,High Value
5865509597,Female,40,Japan,Tokyo,BR-005,Instant,2023-10-28,483,2,1493.26,2,2,4,224,8,Lost Customers,High Value
5865557956,Male,41,South Africa,Cape Town,BR-003,Instant,2024-03-10,349,4,915.87,3,4,2,342,9,Loyal Customers,Low Value
5866928859,Male,30,South Africa,Cape Town,BR-003,Instant,2023-02-24,729,1,1543.68,1,1,5,115,7,Lost Customers,High Value
5868092553,Male,41,South Africa,Cape Town,BR-003,Instant,2024-01-14,405,1,775.79,3,1,2,312,6,Need Attention,Low Value
5868922710,Female,50,Japan,South Natalieton,BR-005,Instant,2023-05-16,648,0,1077.66,1,1,3,113,5,Lost Customers,Medium Value
5869496056,Female,40,Japan,Tokyo,BR-005,Instant,2024-02-16,372,3,1537.55,3,3,5,335,11,Loyal Customers,High Value
5872978381,Male,78,Germany,Berlin,BR-001,Instant,2024-06-27,240,0,1714.43,4,1,5,415,10,New Customers,High Value
5873071544,Female,33,South Africa,Nicholastown,BR-003,Credit,2023-12-19,431,0,1372.26,3,1,4,314,8,Need Attention,Medium Value
5873863381,Male,49,Brazil,Lake Jordan,BR-006,Instant,2024-07-24,213,7,1552.01,4,5,5,455,14,Champions,High Value
5875585324,Male,41,Japan,Tokyo,BR-005,Instant,2023-09-25,516,0,942.02,2,1,3,213,6,Lost Customers,Low Value
5876041348,Male,41,France,Williamland,BR-002,Credit,2024-04-08,320,5,61.5,3,5,1,351,9,Loyal Customers,Low Value
5876314812,Female,50,Brazil,Rio de Janeiro,BR-006,Instant,2023-10-22,489,4,1011.27,2,4,3,243,9,At Risk,Low Value
5877477446,Female,19,France,Paris,BR-002,Credit,2024-07-28,209,2,865.73,4,2,2,422,8,Potential Loyalists,Low Value
5877734661,Female,77,Canada,Toronto,BR-007,Instant,2023-02-23,730,2,1746.9,1,2,5,125,8,Lost Customers,High Value
5878056999,Male,44,Germany,Invalid_City,BR-001,Instant,2024-07-20,217,2,870.14,4,2,2,422,8,Potential Loyalists,Low Value
5878630118,Male,41,Singapore,Dianaview,BR-004,Credit,2023-10-21,490,1,1274.84,2,1,4,214,7,Lost Customers,Medium Value
5878725779,Male,72,Singapore,Singapore,BR-004,Credit,2024-03-22,337,2,1070.11,3,2,3,323,8,Need Attention,Medium Value
5879900993,Female,79,Brazil,Rio de Janeiro,BR-006,Instant,2024-09-05,170,1,611.72,4,1,1,411,6,New Customers,Low Value
5880157693,Female,64,Japan,Invalid_City,BR-005,Instant,2024-03-21,338,6,1515.07,3,5,5,355,13,Loyal Customers,High Value
5884374253,Male,68,Singapore,Singapore,BR-004,Instant,2023-02-27,726,1,939.39,1,1,3,113,5,Lost Customers,Low Value
5884633022,Male,65,Canada,Toronto,BR-007,Instant,2023-05-19,645,3,875.42,1,3,2,132,6,At Risk,Low Value
5884739633,Female,64,France,Paris,BR-002,Instant,2023-03-01,724,2,426.92,1,2,1,121,4,Lost Customers,Low Value
5887180464,Female,18,Singapore,Singapore,BR-004,Instant,2024-05-27,271,1,880.66,4,1,2,412,7,New Customers,Low Value
5887695654,Male,40,France,Paris,BR-002,Credit,2024-06-23,244,4,1265.1,4,4,4,444,12,Champions,Medium Value
5888634498,Male,42,South Africa,Cape Town,BR-003,Credit,2025-02-19,3,3,1319.75,5,3,4,534,12,Loyal Customers,Medium Value
5889253588,Other,70,South Africa,Cape Town,BR-003,Credit,2023-08-22,550,5,49.79,2,5,1,251,8,At Risk,Low Value
5890481902,Female,42,France,Paris,BR-002,Instant,2023-07-03,600,7,1.72,1,5,1,151,7,At Risk,Low Value
5890875076,Female,52,Germany,Berlin,BR-001,Credit,2023-10-19,492,5,1441.13,2,5,4,254,11,At Risk,High Value
5891633560,Female,57,France,Paris,BR-002,Instant,2023-06-02,631,2,799.48,1,2,2,122,5,Lost Customers,Low Value
5893961483,Male,47,Canada,Toronto,BR-007,Instant,2023-05-16,648,5,1547.25,1,5,5,155,11,At Risk,High Value
5894246955,Female,24,Brazil,Rio de Janeiro,BR-006,Instant,2023-06-18,615,1,972.2,1,1,3,113,5,Lost Customers,Low Value
5894292410,Male,54,Germany,Berlin,BR-001,Credit,2024-11-17,97,2,860.91,5,2,2,522,9,Potential Loyalists,Low Value
5894493331,Female,58,South Africa,Cape Town,BR-003,Credit,2023-06-10,623,1,912.99,1,1,2,112,4,Lost Customers,Low Value
5895204318,Female,40,Singapore,Singapore,BR-004,Instant,2024-05-14,284,3,1044.52,4,3,3,433,10,Loyal Customers,Medium Value
5895600752,Male,54,Japan,Tokyo,BR-005,Instant,2024-03-11,348,3,1657.18,3,3,5,335,11,Loyal Customers,High Value
5895796036,Female,67,Germany,Berlin,BR-001,Instant,2024-06-28,239,0,2509.19,4,1,5,415,10,New Customers,High Value
5896251292,Female,73,Germany,Berlin,BR-001,Credit,2023-07-21,582,2,816.76,2,2,2,222,6,Lost Customers,Low Value
5897283381,Male,28,South Africa,Cape Town,BR-003,Instant,2024-09-12,163,1,1794.27,4,1,5,415,10,New Customers,High Value
5898726468,Male,56,France,Paris,BR-002,Instant,2023-06-06,627,2,435.08,1,2,1,121,4,Lost Customers,Low Value
5900079503,Male,40,Singapore,Singapore,BR-004,Instant,2024-05-18,280,0,449.13,4,1,1,411,6,New Customers,Low Value
5907669561,Female,28,Singapore,Singapore,BR-004,Instant,2023-04-16,678,0,734.4,1,1,2,112,4,Lost Customers,Low Value
5908978397,Female,58,Japan,Lake Caitlinmouth,BR-005,Instant,2024-08-20,186,3,1020.78,4,3,3,433,10,Loyal Customers,Low Value
5909109397,Other,59,Germany,Berlin,BR-001,Instant,2024-09-14,161,4,954.87,4,4,3,443,11,Loyal Customers,Low Value
5909172704,,32,South Africa,Cape Town,BR-003,Credit,2023-04-06,688,4,855.63,1,4,2,142,7,At Risk,Low Value
5910344428,Female,22,Canada,Toronto,BR-007,Instant,2023-04-28,666,1,619.77,1,1,1,111,3,Lost Customers,Low Value
5910700492,Female,34,Germany,Invalid_City,BR-001,Instant,2023-03-20,705,2,1460.49,1,2,4,124,7,Lost Customers,High Value
5910703008,Female,44,Japan,Tokyo,BR-005,Instant,2024-08-24,182,4,1052.94,4,4,3,443,11,Loyal Customers,Medium Value
5911920967,Male,39,Japan,Tokyo,BR-005,Instant,2024-06-29,238,0,862.35,4,1,2,412,7,New Customers,Low Value
5913573745,Male,30,Germany,South Brittany,BR-001,Credit,2024-08-25,181,2,995.12,4,2,3,423,9,Potential Loyalists,Low Value
5913750732,Female,69,France,Paris,BR-002,Credit,2024-05-28,270,3,1410.11,4,3,4,434,11,Loyal Customers,Medium Value
5914113030,Female,36,South Africa,Invalid_City,BR-003,Credit,2025-01-29,24,5,1110.19,5,5,3,553,13,Loyal Customers,Medium Value
5915844632,Female,75,Brazil,Rio de Janeiro,BR-006,Instant,2024-08-07,199,1,1016.12,4,1,3,413,8,New Customers,Low Value
5915963657,Female,66,Japan,Tokyo,BR-005,Instant,2024-10-18,127,4,86858.16,5,4,5,545,14,Champions,High Value
5917645742,Female,48,France,Paris,BR-002,Instant,2024-06-24,243,5,1948.52,4,5,5,455,14,Champions,High Value
5918402372,Male,61,France,Paris,BR-002,Credit,2023-10-19,492,2,765.9,2,2,2,222,6,Lost Customers,Low Value
5918727396,Male,74,France,Paris,BR-002,Instant,2023-05-09,655,4,1009.08,1,4,3,143,8,At Risk,Low Value
5919017333,Female,21,Japan,Tokyo,BR-005,Instant,2024-02-23,365,5,443.61,3,5,1,351,9,Loyal Customers,Low Value
5919856674,Male,28,Japan,Tokyo,BR-005,Credit,2023-11-08,472,4,1374.11,2,4,4,244,10,At Risk,Medium Value
5921069663,Other,63,France,Paris,BR-002,Instant,2023-05-09,655,3,2156.94,1,3,5,135,9,At Risk,High Value
5921444479,Male,69,Singapore,Singapore,BR-004,Credit,2025-02-12,10,2,1126.82,5,2,3,523,10,Potential Loyalists,Medium Value
5923114297,Male,64,South Africa,Cape Town,BR-003,Instant,2025-01-23,30,2,1855.72,5,2,5,525,12,Potential Loyalists,High Value
5923166622,Female,69,Singapore,Singapore,BR-004,Instant,2023-05-09,655,2,516.96,1,2,1,121,4,Lost Customers,Low Value
5923405115,Male,30,Japan,Tokyo,BR-005,Instant,2024-01-12,407,2,1323.93,3,2,4,324,9,Need Attention,Medium Value
5923637284,Female,22,South Africa,Cape Town,BR-003,Credit,2024-07-15,222,6,759.97,4,5,2,452,11,Loyal Customers,Low Value
5924486710,Male,37,France,Paris,BR-002,Instant,2023-10-26,485,3,609.44,2,3,1,231,6,At Risk,Low Value
5925050221,Other,56,Japan,Tokyo,BR-005,Instant,2023-09-26,515,5,1448.0,2,5,4,254,11,At Risk,High Value
5925796081,Male,79,France,Paris,BR-002,Credit,2024-09-01,174,3,665.12,4,3,2,432,9,Loyal Customers,Low Value
5928479194,Male,53,Japan,Tokyo,BR-005,Instant,2024-08-26,180,2,494.77,4,2,1,421,7,Potential Loyalists,Low Value
5929067226,Female,72,Brazil,Rio de Janeiro,BR-006,Instant,2023-07-03,600,2,1216.42,1,2,4,124,7,Lost Customers,Medium Value
5930023350,Male,64,Brazil,Rio de Janeiro,BR-006,Instant,2024-04-18,310,4,106279.24,3,4,5,345,12,Loyal Customers,High Value
5931961271,Male,25,Canada,Toronto,BR-007,Instant,2024-07-09,228,0,1095.01,4,1,3,413,8,New Customers,Medium Value
5932441500,Male,40,Germany,Berlin,BR-001,Credit,2024-11-18,96,3,1045.46,5,3,3,533,11,Loyal Customers,Medium Value
5933964336,Male,67,Brazil,Rio de Janeiro,BR-006,Instant,2023-02-28,725,5,944.47,1,5,3,153,9,At Risk,Low Value
5934500259,Other,34,South Africa,Cape Town,BR-003,Instant,2024-01-20,399,1,986.27,3,1,3,313,7,Need Attention,Low Value
5937251533,Male,61,Canada,Toronto,BR-007,Credit,2024-07-11,226,1,1294.99,4,1,4,414,9,New Customers,Medium Value
5937388875,Female,65,Brazil,Lake Hannahfort,BR-006,Credit,2023-12-01,449,4,797.72,2,4,2,242,8,At Risk,Low Value
5938549412,Female,39,Brazil,Invalid_City,BR-006,Instant,2024-12-06,78,4,1071.24,5,4,3,543,12,Loyal Customers,Medium Value
5938751484,Male,79,Brazil,Rio de Janeiro,BR-006,Instant,2024-05-13,285,2,1064.46,4,2,3,423,9,Potential Loyalists,Medium Value
5939056207,Male,28,Canada,Toronto,BR-007,Instant,2024-01-28,391,5,1454.38,3,5,4,354,12,Loyal Customers,High Value
5941519217,Male,55,France,Paris,BR-002,Instant,2023-04-17,677,4,1792.3,1,4,5,145,10,At Risk,High Value
5942863825,Female,29,Brazil,Rio de Janeiro,BR-006,Credit,2024-07-05,232,1,1337.01,4,1,4,414,9,New Customers,Medium Value
5943795568,Other,74,Singapore,Singapore,BR-004,Instant,2024-11-23,91,4,1177.12,5,4,4,544,13,Champions,Medium Value
5946415768,Male,70,Singapore,Invalid_City,BR-004,Instant,2023-03-27,698,5,704.31,1,5,2,152,8,At Risk,Low Value
5946448594,Male,67,Brazil,Rio de Janeiro,BR-006,Instant,2024-07-15,222,1,1396.87,4,1,4,414,9,New Customers,Medium Value
5947348153,Male,73,Japan,Jesuschester,BR-005,Instant,2024-02-18,370,5,1763.8,3,5,5,355,13,Loyal Customers,High Value
5947394427,Male,49,Germany,Berlin,BR-001,Instant,2023-06-11,622,1,1166.97,1,1,3,113,5,Lost Customers,Medium Value
5947511653,Other,23,Japan,Tokyo,BR-005,Instant,2024-07-31,206,2,514.56,4,2,1,421,7,Potential Loyalists,Low Value
5948108964,Male,59,Japan,Tokyo,BR-005,Instant,2025-01-08,45,4,91220.75,5,4,5,545,14,Champions,High Value
5950061144,Male,47,Canada,Toronto,BR-007,Instant,2023-03-19,706,2,910.62,1,2,2,122,5,Lost Customers,Low Value
5950642994,Male,18,Canada,Toronto,BR-007,Instant,2024-07-13,224,1,760.26,4,1,2,412,7,New Customers,Low Value
5952060622,Female,76,Japan,Tokyo,BR-005,Instant,2023-06-18,615,2,882.74,1,2,2,122,5,Lost Customers,Low Value
5952218991,Male,31,France,Garnerview,BR-002,Instant,2023-04-03,691,3,1445.04,1,3,4,134,8,At Risk,High Value
5953381744,Male,21,Brazil,Rio de Janeiro,BR-006,Instant,2023-07-31,572,6,472.53,2,5,1,251,8,At Risk,Low Value
5954959422,Male,51,Singapore,Singapore,BR-004,Instant,2023-11-15,465,2,880.33,2,2,2,222,6,Lost Customers,Low Value
5955147003,Male,79,Brazil,Invalid_City,BR-006,Credit,2023-06-30,603,9,529.38,1,5,1,151,7,At Risk,Low Value
5955705419,Other,52,Canada,Toronto,BR-007,Instant,2024-04-04,324,4,976.73,3,4,3,343,10,Loyal Customers,Low Value
5956460691,Male,20,Brazil,Rio de Janeiro,BR-006,Instant,2024-10-17,128,2,1207.28,5,2,4,524,11,Potential Loyalists,Medium Value
5957585227,Male,61,Singapore,Singapore,BR-004,Credit,2023-08-06,566,3,1121.72,2,3,3,233,8,At Risk,Medium Value
5958220770,Female,52,Japan,Tokyo,BR-005,Instant,2024-11-21,93,4,343.31,5,4,1,541,10,Loyal Customers,Low Value
5959049427,Male,22,France,Paris,BR-002,Instant,2024-11-01,113,2,1409.72,5,2,4,524,11,Potential Loyalists,Medium Value
5959055211,Male,69,Japan,Tokyo,BR-005,Instant,2024-03-12,347,4,1747.56,3,4,5,345,12,Loyal Customers,High Value
5959225955,Female,70,Brazil,Rio de Janeiro,BR-006,Credit,2023-09-19,522,5,985.5,2,5,3,253,10,At Risk,Low Value
5959267056,Female,40,Singapore,Singapore,BR-004,Instant,2024-03-13,346,3,963.56,3,3,3,333,9,Loyal Customers,Low Value
5959494546,Female,61,Japan,Tokyo,BR-005,Credit,2023-04-23,671,1,675.62,1,1,2,112,4,Lost Customers,Low Value
5959656605,Male,48,Singapore,Singapore,BR-004,Instant,2024-08-15,191,6,1257.13,4,5,4,454,13,Champions,Medium Value
5959757403,Male,75,Germany,Berlin,BR-001,Instant,2023-10-17,494,2,1361.18,2,2,4,224,8,Lost Customers,Medium Value
5959962639,Female,48,Canada,Toronto,BR-007,Credit,2024-02-02,386,2,2072.96,3,2,5,325,10,Need Attention,High Value
5960191038,Female,77,South Africa,Cape Town,BR-003,Credit,2024-11-11,103,2,1073.11,5,2,3,523,10,Potential Loyalists,Medium Value
5961708582,Female,35,South Africa,Cape Town,BR-003,Instant,2023-09-10,531,2,1288.98,2,2,4,224,8,Lost Customers,Medium Value
5962816770,Female,57,Canada,Toronto,BR-007,Credit,2024-01-27,392,1,1570.36,3,1,5,315,9,Need Attention,High Value
5963775310,Male,79,Canada,Toronto,BR-007,Instant,2023-10-08,503,3,802.43,2,3,2,232,7,At Risk,Low Value
5965040675,Female,47,France,Paris,BR-002,Instant,2024-08-10,196,4,1358.51,4,4,4,444,12,Champions,Medium Value
5965408693,Female,28,Brazil,Rio de Janeiro,BR-006,Instant,2023-10-27,484,5,1150.39,2,5,3,253,10,At Risk,Medium Value
5965582019,Female,73,Invalid_Country,Berlin,BR-001,Instant,2023-04-10,684,1,1154.49,1,1,3,113,5,Lost Customers,Medium Value
5968833044,Male,50,Canada,West Todd,BR-007,Credit,2023-04-11,683,2,892.49,1,2,2,122,5,Lost Customers,Low Value
5971427107,Male,31,Brazil,Rio de Janeiro,BR-006,Instant,2023-09-11,530,3,981.73,2,3,3,233,8,At Risk,Low Value
5971990017,Female,61,Canada,Toronto,BR-007,Credit,2023-11-24,456,3,429.01,2,3,1,231,6,At Risk,Low Value
5973008113,Male,44,Canada,Toronto,BR-007,Credit,2023-12-19,431,3,1010.82,3,3,3,333,9,Loyal Customers,Low Value
5975231647,Female,71,Brazil,Rio de Janeiro,BR-006,Instant,2024-04-05,323,3,1007.1,3,3,3,333,9,Loyal Customers,Low Value
5975348609,Other,47,Japan,Invalid_City,BR-005,Credit,2024-01-15,404,2,315.96,3,2,1,321,6,Need Attention,Low Value
5975584565,Male,33,Japan,Tokyo,BR-005,Instant,2023-03-30,695,3,778.9,1,3,2,132,6,At Risk,Low Value
5976687787,Male,29,Canada,Invalid_City,BR-007,Instant,2024-01-31,388,4,1258.26,3,4,4,344,11,Loyal Customers,Medium Value
5976833995,Female,60,Brazil,Rio de Janeiro,BR-006,Credit,2024-12-21,63,3,1482.63,5,3,4,534,12,Loyal Customers,High Value
5977701233,Male,19,Canada,Toronto,BR-007,Instant,2024-06-16,251,3,121216.68,4,3,5,435,12,Loyal Customers,High Value
5978213105,Female,44,Brazil,Rio de Janeiro,BR-006,Instant,2023-04-29,665,3,417.45,1,3,1,131,5,At Risk,Low Value
5979620492,Male,29,Brazil,Rio de Janeiro,BR-006,Instant,2024-09-15,160,2,1254.58,4,2,4,424,10,Potential Loyalists,Medium Value
5979856905,Female,77,Canada,Toronto,BR-007,Instant,2024-11-02,112,1,1677.45,5,1,5,515,11,New Customers,High Value
5981252111,Female,57,Germany,Rosarioton,BR-001,Instant,2023-04-29,665,3,1134.15,1,3,3,133,7,At Risk,Medium Value
5981774526,Male,31,Germany,West Hectorborough,BR-001,Credit,2025-01-23,30,3,961.46,5,3,3,533,11,Loyal Customers,Low Value
5983645917,Female,31,South Africa,Cape Town,BR-003,Credit,2023-06-13,620,7,1199.19,1,5,4,154,10,At Risk,Medium Value
5983798037,Female,20,Singapore,Singapore,BR-004,Instant,2024-06-27,240,1,537.13,4,1,1,411,6,New Customers,Low Value
5984649841,Female,38,Japan,Tokyo,BR-005,Instant,2024-06-28,239,0,1448.82,4,1,4,414,9,New Customers,High Value
5984723593,Male,79,France,Invalid_City,BR-002,Instant,2023-04-05,689,3,1233.3,1,3,4,134,8,At Risk,Medium Value
5992187779,Male,33,France,Cynthiaborough,BR-002,Instant,2024-03-05,354,3,1756.59,3,3,5,335,11,Loyal Customers,High Value
5994287769,Male,52,France,New Davidshire,BR-002,Instant,2024-04-14,314,1,983.72,3,1,3,313,7,Need Attention,Low Value
5994904432,Female,40,France,Paris,BR-002,Instant,2024-07-15,222,2,105203.79,4,2,5,425,11,Potential Loyalists,High Value
5995699852,Male,61,Canada,Toronto,BR-007,Credit,2023-09-05,536,3,1503.92,2,3,4,234,9,At Risk,High Value
5996496200,Female,79,Canada,Toronto,BR-007,Instant,2025-02-16,6,4,1143.32,5,4,3,543,12,Loyal Customers,Medium Value
5998881580,Male,53,Brazil,Rio de Janeiro,BR-006,Credit,2024-12-04,80,2,779.05,5,2,2,522,9,Potential Loyalists,Low Value
